"","Date","USD..PM.","differences","log_differences","volatility","log_volatility","mu","sigma","cumulative_mu","sigma_hat","weekend"
"1",2016-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"2",2016-09-12,1324.6,NA,NA,NA,NA,1324.6,NA,1324.6,NA,FALSE
"3",2016-09-13,1323.65,-0.0717712386204675,-0.000717454953837566,NA,NA,1324.125,0.671751442127091,2648.725,1324.6,FALSE
"4",2016-09-14,1321.75,-0.143748817855123,-0.00143645598148178,0.0508958343702171,0.000508410502327317,1323.33333333333,1.45114897006932,3972.05833333333,2094.07608333902,FALSE
"5",2016-09-15,1310.8,-0.835367714372905,-0.00831897829090008,0.489048411724481,0.00486667819665738,1320.2,6.37769550856736,5292.25833333333,2860.51025104658,FALSE
"6",2016-09-16,1308.35,-0.187258761034895,-0.00187083650389572,0.458282235853023,0.00455952478364312,1317.83,7.6544594845097,6610.08833333333,3624.76050780475,FALSE
"7",2016-09-17,NA,NA,NA,NA,NA,1317.83,7.6544594845097,7927.91833333333,4387.45536114576,TRUE
"8",2016-09-18,NA,NA,NA,NA,NA,1317.83,7.6544594845097,9245.74833333333,5149.44514535686,TRUE
"9",2016-09-19,1314.85,0.164784322673055,-1.09365649932437,0.248932051759715,0.772009045782609,1317.33333333333,6.95360817609586,10563.0816666667,5911.0619552735,FALSE
"10",2016-09-20,1313.8,-0.0799208403105461,-0.000798889206128325,0.173032680137064,0.772767026985935,1316.82857142857,6.48670802120624,11879.9102380952,6672.36154193403,FALSE
"11",2016-09-21,1326.1,0.927531860342354,0.00931860222518073,0.712376636356367,0.00715414679967542,1317.9875,6.84187474308031,13197.8977380952,7433.37470568039,FALSE
"12",2016-09-22,1339.1,0.970801284444776,0.00975544281796715,0.0305961032008595,0.00030889294545683,1320.33333333333,9.51242608381269,14518.2310714286,8194.38856987305,FALSE
"13",2016-09-23,1338.65,-0.0336159563739452,-0.000336103074772508,0.7102302421236,0.00713580053341147,1322.165,10.6762469997654,15840.3960714286,8955.74510267041,FALSE
"14",2016-09-24,NA,NA,NA,NA,NA,1322.165,10.6762469997654,17162.5610714286,9717.58381099174,TRUE
"15",2016-09-25,NA,NA,NA,NA,NA,1322.165,10.6762469997654,18484.7260714286,10479.7633708396,TRUE
"16",2016-09-26,1340.5,0.0460027352977722,-1.09723125341884,0.0562989167902723,0.77562199905893,1323.83181818182,11.5388533383364,19808.5578896104,11242.1903748782,FALSE
"17",2016-09-27,1327,-1.01733232856066,-0.0101219233438065,0.75189143432773,0.768702379187224,1324.09583333333,11.0398134522557,21132.6537229437,12004.9844859433,FALSE
"18",2016-09-28,1322.5,-0.340264650283554,-0.00339687059975309,0.478759146631976,0.00475533039915738,1323.97307692308,10.5790795004539,22456.6267998668,12768.0848235697,FALSE
"19",2016-09-29,1318.1,-0.333813822926947,-0.00333257901403452,0.00456142376812028,4.54610162348366e-05,1323.55357142857,10.2845377646721,23780.1803712954,13531.4099265777,FALSE
"20",2016-09-30,1322.5,0.332703213610593,0.00333257901403444,0.471298716312056,0.00471297843932752,1323.48333333333,9.91416134819762,25103.6637046287,14294.8726369317,FALSE
"21",2016-10-01,NA,NA,NA,NA,NA,1323.48333333333,9.91416134819762,26427.147037962,15058.4385122287,TRUE
"22",2016-10-02,NA,NA,NA,NA,NA,1323.48333333333,9.91416134819762,27750.6303712954,15822.0873127899,TRUE
"23",2016-10-03,1313.3,-0.233508464681846,-1.10559311980945,0.400372117307599,0.784128881470117,1322.846875,9.9105578172977,29073.4772462954,16585.8034886913,FALSE
"24",2016-10-04,1283.3,-2.33772305774176,-0.0231081683406989,1.48790440782436,0.765432449715944,1320.52058823529,13.5675285473204,30393.9978345307,17349.5264591731,FALSE
"25",2016-10-05,1269.4,-1.09500551441625,-0.0108905373780455,0.878734001984956,0.00863916970372695,1317.68055555556,17.8447153067536,31711.6783900862,18113.0851191012,FALSE
"26",2016-10-06,1254.5,-1.18772419290555,-0.0118072610658929,0.0655620063024383,0.000648221536151205,1314.35526315789,22.6017015997619,33026.0336532441,18876.3069686002,FALSE
"27",2016-10-07,1258.75,0.337636544190665,0.00338207822629496,1.07859292095644,0.0107404848152493,1311.575,25.2695078368335,34337.6086532441,19639.0203965605,FALSE
"28",2016-10-08,NA,NA,NA,NA,NA,1311.575,25.2695078368335,35649.1836532441,20401.1212186566,TRUE
"29",2016-10-09,NA,NA,NA,NA,NA,1311.575,25.2695078368335,36960.7586532441,21162.6975426269,TRUE
"30",2016-10-10,1259.5,0.0198491464867011,-1.09801663690822,0.224709623892099,0.778806500261764,1309.09523809524,27.1247898828816,38269.8538913393,21923.8221680716,FALSE
"31",2016-10-11,1253.45,-0.48266783677051,-0.00481506730260101,0.355333166522581,0.773010243071909,1306.56590909091,29.0079889913912,39576.4198004303,22684.4114131473,FALSE
"32",2016-10-12,1256.5,0.242737763629125,0.00243032849358308,0.512939219153281,0.00512326849986227,1304.38913043478,30.202607339741,40880.808930865,23444.3924481504,FALSE
"33",2016-10-13,1261.05,0.360810435747984,0.00361462926576871,0.0834899871280612,0.000837427106976923,1302.58333333333,30.8350191470202,42183.3922641984,24203.7231584974,FALSE
"34",2016-10-14,1251.75,-0.742959856201315,-0.00740213503936132,0.780483458309604,0.00779002874689135,1300.55,31.8518903154376,43483.9422641984,24962.3874807453,FALSE
"35",2016-10-15,NA,NA,NA,NA,NA,1300.55,31.8518903154376,44784.4922641984,25720.360096023,TRUE
"36",2016-10-16,NA,NA,NA,NA,NA,1300.55,31.8518903154376,46085.0422641984,26477.7205022516,TRUE
"37",2016-10-17,1254.8,0.0810222080544032,-1.09617866356164,0.582643305211308,0.769881266514852,1298.79038461538,32.4725053521614,47383.8326488138,27234.537076679,FALSE
"38",2016-10-18,1258.2,0.270227308853926,0.00270593081940621,0.133788209810426,0.777028748428267,1297.28703703704,32.7861063227439,48681.1196858508,27990.7861520863,FALSE
"39",2016-10-19,1269.05,0.854970253339105,0.00858646090548605,0.413475701296459,0.00415816270083857,1296.27857142857,32.6127685417487,49977.3982572794,28746.458937131,FALSE
"40",2016-10-20,1271.65,0.204458774033746,0.00204668076325066,0.459981078256511,0.00462432288604377,1295.42931034483,32.3500124675439,51272.8275676242,29501.5698463929,FALSE
"41",2016-10-21,1266.05,-0.442320603451691,-0.00441345240965665,0.457342083751567,0.00456800397393092,1294.45,32.2367454719097,52567.2775676242,30256.1384049669,FALSE
"42",2016-10-22,NA,NA,NA,NA,NA,1294.45,32.2367454719097,53861.7275676242,31010.1762357583,TRUE
"43",2016-10-23,NA,NA,NA,NA,NA,1294.45,32.2367454719097,55156.1775676242,31763.7340771503,TRUE
"44",2016-10-24,1265.55,-0.0131695046949284,-1.09900729578337,0.303455652084565,0.773994729294601,1293.51774193548,32.1171256195899,56449.6953095597,32516.8567373879,FALSE
"45",2016-10-25,1269.4,0.303292894280773,0.00303753759262442,0.223772708306281,0.779263374851767,1292.7640625,31.8812216809039,57742.4593720597,33269.5471229318,FALSE
"46",2016-10-26,1270.5,0.0865800865800794,0.000866175887849037,0.153239095895137,0.00153538458585545,1292.08939393939,31.6175627558674,59034.5487659991,34021.8147070336,FALSE
"47",2016-10-27,1266.25,-0.33563672260612,-0.0033507471973256,0.298552368906508,0.00298181490926908,1291.32941176471,31.4486043377923,60325.8781777638,34773.6709116516,FALSE
"48",2016-10-28,1273,0.530243519245876,0.00531654299451346,0.612269790708994,0.00612869966916105,1290.80571428571,31.1371982272872,61616.6838920495,35525.1227908876,FALSE
"49",2016-10-29,NA,NA,NA,NA,NA,1290.80571428571,31.1371982272872,62907.4896063352,36276.1852019834,TRUE
"50",2016-10-30,NA,NA,NA,NA,NA,1290.80571428571,31.1371982272872,64198.2953206209,37026.8900177558,TRUE
"51",2016-10-31,1272,-0.0262054507337526,-1.09939814332545,0.393468840056865,0.781151245973215,1290.28333333333,30.8487948363812,65488.5786539543,37777.2659128474,FALSE
