"","Date","Value","differences","log_differences","volatility","log_volatility","mu","cumulative_mu","sigma_hat"
"1","9/11/16",621.65,NA,NA,NA,NA,NA,0,NA
"2","9/12/16",609.67,-1.96499745764102,-0.0194594062225751,NA,NA,-0.0192712941365721,-0.0192712941365721,0
"3","9/13/16",610.92,0.204609441498068,0.00204819052587352,1.53414375089037,0.0152081675078537,0.00205028950087752,-0.0172210046356945,0.0136268627662107
"4","9/14/16",608.82,-0.344929535823381,-0.00344336018319827,0.388582737390317,0.00388311274561445,-0.0034374386171674,-0.0206584432528619,0.0149214139003971
"5","9/15/16",610.38,0.255578492086888,0.00255905651466539,0.424623298692312,0.00424434955056676,0.002562333694688,-0.0180961095581739,0.0165432543351709
"6","9/16/16",609.11,-0.208500927582864,-0.0020828386606334,0.328153704657599,0.00328231555601089,-0.00208067105737407,-0.020176780615548,0.0168652674875558
"7","9/17/16",607.04,-0.340998945703751,-0.00340418862642917,0.0936902471070574,0.0009343355211348,-0.00339840094564208,-0.0235751815611901,0.0174608548527938
"8","9/18/16",611.58,0.742339514045599,0.00745108566172724,0.766035971208955,0.00767583806079537,0.00747891407485516,-0.0160962674863349,0.0184587489855665
"9","9/19/16",610.19,-0.227797899015059,-0.0022753883295784,0.685990743457966,0.0068776557162868,-0.00227280159586642,-0.0183690690822013,0.0181802355793892
"10","9/20/16",608.66,-0.251371866066455,-0.00251056455449664,0.0166693119615108,0.000166294703413538,-0.00250741572297167,-0.020876484805173,0.0182013138253607
"11","9/21/16",598.88,-1.63304835693294,-0.0161985753681826,0.976992816097722,0.0096788852673121,-0.0160680839877764,-0.0369445687929494,0.0184862598773901
"12","9/22/16",597.42,-0.24438418533026,-0.00244086052807097,0.981933852531053,0.0097281734570737,-0.00243788405022715,-0.0393824528431766,0.0208508103305385
"13","9/23/16",594.08,-0.56221384325342,-0.00560639319927788,0.224739506379668,0.00223836961787798,-0.00559070670550018,-0.0449731595486767,0.0229733483225418
"14","9/24/16",603.88,1.62283897463071,0.0163615122707652,1.54506566477665,0.0155336549263325,0.0164960948020468,-0.02847706474663,0.0253527147348954
"15","9/25/16",601.74,-0.355635324226408,-0.00355004437136328,1.39899259312517,0.0140795967256291,-0.00354375041398951,-0.0320208151606195,0.0255885369064248
"16","9/26/16",598.98,-0.460783331663827,-0.00459724975178305,0.0743508690872526,0.000740486025789857,-0.00458669857413499,-0.0366075137347545,0.0260667830743919
"17","9/27/16",605.96,1.15189121394152,0.0115857687137341,1.14033310704447,0.0114431220970343,0.0116531436775853,-0.0249543700571692,0.0268470991910105
"18","9/28/16",605.67,-0.047880859213776,-0.000478693999880823,0.848366968806351,0.00853086339616936,-0.000478579444187863,-0.0254329495013571,0.0267394710939173
"19","9/29/16",603.85,-0.301399354144231,-0.00300946056885774,0.179264646921532,0.00178952220252379,-0.00300493668169125,-0.0284378861830483,0.0266685658332469
"20","9/30/16",609.39,0.909105827138608,0.00913263411238903,0.855956422346546,0.0085857574869187,0.00917446385691805,-0.0192634223261303,0.0267646041151762
"21","10/1/16",614.82,0.883185322533435,0.00887108520590832,0.0183285645780952,0.00018494300538444,0.00891054989415656,-0.0103528724319737,0.0264401362280103
"22","10/2/16",612.98,-0.300172925707206,-0.00299723306312984,0.836760641903991,0.00839216832931707,-0.00299274584431221,-0.0133456182762859,0.0259016436716058
"23","10/3/16",611.85,-0.184685789000571,-0.00184515454487464,0.0816617375050793,0.000814642532717605,-0.0018434532937453,-0.0151890715700312,0.0254655770956188
"24","10/4/16",609.62,-0.365801646927597,-0.00365134219847425,0.128068251320619,0.0012771675379557,-0.00364468415461309,-0.0188337557246443,0.0251063922789149
"25","10/5/16",607.18,-0.401857768701218,-0.0040105247706695,0.0254955282094151,0.00025398043248329,-0.00400249335651726,-0.0228362490811616,0.0248766304488596
"26","10/6/16",612.08,0.800548947849969,0.00803770546106313,0.850229943017595,0.00851938529815491,0.00807009453539328,-0.0147661545457683,0.0247982387211962
"27","10/7/16",617.21,0.831159572916835,0.00834632963765475,0.0216449805611396,0.000218230248106053,0.00838125735198013,-0.00638489719378816,0.0244885023350091
"28","10/8/16",614.74,-0.401795881185546,-0.00400990837236652,0.871831162496733,0.00873717968684101,-0.00400187942515518,-0.0103867766189433,0.0240621281686177
"29","10/9/16",615.65,0.147811256395674,0.0014792060499957,0.388630933972209,0.00388139003076121,0.00148030061489405,-0.00890647600404929,0.0237099342143846
"30","10/10/16",617.54,0.306053049195192,0.00306522349322654,0.111893844755655,0.00112148368918867,0.00306992609437178,-0.00583654990967751,0.023356187076206
"31","10/11/16",614.77,-0.450575011793025,-0.0044956296147858,0.535016832760797,0.00534633050423091,-0.00448553939825757,-0.0103220893079351,0.0229883289825303
"32","10/12/16",635.01,3.18735138029323,0.0323925326828676,2.5724024213017,0.0260838697061807,0.032922881728126,0.0226007924201909,0.0226903728412708
"33","10/13/16",635.96,0.149380464180144,0.00149492148031961,2.14816983583107,0.0218479104037871,0.00149603943244995,0.0240968318526409,0.022687578807007
"34","10/14/16",634.02,-0.30598403835842,-0.00305516859951399,0.321991327656658,0.00321739955045998,-0.00305050632115236,0.0210463255314885,0.022731567113456
"35","10/15/16",637.94,0.614477850581571,0.00616373535424458,0.650864843493246,0.00651874950081016,0.00618277025961338,0.0272290957911019,0.0226837882973753
"36","10/16/16",641.42,0.542546225562019,0.0054402335275083,0.0508633398330927,0.000511593047886082,0.00545505846944839,0.0326841542605503,0.0228262181394777
"37","10/17/16",638.97,-0.383429581983494,-0.00382696364412859,0.654763772730122,0.00655289796265724,-0.00381965015122686,0.0288645041093234,0.0231567857519449
"38","10/18/16",636.29,-0.421191595027435,-0.00420307066066773,0.0267017754946253,0.000265947821846668,-0.00419425012128905,0.0246702539880344,0.0233294163841289
"39","10/19/16",629.25,-1.11879221295192,-0.0111258002425257,0.49327812749433,0.00489510903165249,-0.0110641374216159,0.0136061165664185,0.0233656873812437
"40","10/20/16",627.72,-0.243739246797931,-0.00243442684490517,0.618755886264889,0.00614572906728184,-0.00243146603098923,0.0111746505354292,0.023166858283478
"41","10/21/16",631.92,0.664641093809332,0.00666859668564356,0.642321898739942,0.00643680966775171,0.0066908812846491,0.0178655318200783,0.0229435733926368
"42","10/22/16",655.48,3.59431256483799,0.0366049878218598,2.07159056381313,0.0211682251766713,0.0372832004051147,0.055148732225193,0.0228331592571443
"43","10/23/16",653.25,-0.341370072713359,-0.00340788727730147,2.78294788161072,0.0282933753173873,-0.00340208702019897,0.051746645204994,0.0241112808483383
"44","10/24/16",651.39,-0.285543222953993,-0.00285136322693167,0.0394755440371305,0.000393521929909887,-0.00284730195177958,0.0488993432532145,0.0251019213496831
"45","10/25/16",655.31,0.598190169538075,0.0059998649413996,0.624893874592134,0.00625876345965642,0.00601790018268619,0.0549172434359007,0.0258868707310201
"46","10/26/16",651.45,-0.592524368715926,-0.00590775846624925,0.841962324456813,0.00841996125936417,-0.0058903419755534,0.0490269014603473,0.026874865159913
"47","10/27/16",682.22,4.51027527776963,0.0461515388217328,3.60822423306626,0.0368114821361386,0.0472330954025635,0.0962599968629107,0.0275465077279042
"48","10/28/16",687.68,0.793973941368067,0.00797142698347219,2.62782187590218,0.0269974159872949,0.00800328339831714,0.104263280261228,0.0306563835441238
"49","10/29/16",685.91,-0.258051347844467,-0.00257718967039817,0.743894215981921,0.00745899836808908,-0.00257387156817122,0.101689408693057,0.0338631075850005
"50","10/30/16",698,1.73209169054442,0.017472678978625,1.40724363797598,0.0141773980836239,0.0176262191832748,0.119315627876331,0.0365286631920695
"51","10/31/16",702,0.56980056980057,0.00571430126343864,0.821863933190887,0.00831442861816107,0.00573065902578797,0.125046286902119,0.0399046457322718
"52","11/1/16",697.01,-0.715915123168966,-0.0071336461659118,0.90913828517672,0.00908487075162196,-0.00710826210826212,0.117938024793857,0.0432175553062104
"53","11/2/16",733.33,4.9527497852263,0.0507960473535221,4.00835139700051,0.0409624791196501,0.0521082911292522,0.170046315923109,0.0458184102045971
"54","11/3/16",686.17,-6.87293236369997,-0.0664703947771291,8.36202003966247,0.0829198964362033,-0.0643093832244693,0.10573693269864,0.0510421096354934
"55","11/4/16",683.69,-0.362737497988841,-0.00362081192159337,4.60340293639018,0.0444413662318951,-0.00361426468659356,0.102122668012047,0.052574644925225
"56","11/5/16",704.79,2.99379957150356,0.0303952875843666,2.3734301231421,0.0240530146301807,0.0308619403530839,0.13298460836513,0.0538837261532353
"57","11/6/16",712,1.01264044943821,0.0101780253129102,1.40089104982199,0.0142957632491738,0.010229997587934,0.143214605953065,0.0562797513369364
"58","11/7/16",709.96,-0.287340131838408,-0.00286928099182998,0.919225084431525,0.00922583876429975,-0.00286516853932579,0.140349437413739,0.0589209113608704
"59","11/8/16",708.97,-0.13963919488836,-0.00139541790030973,0.104440334104986,0.00104217858655454,-0.00139444475745114,0.138954992656288,0.061248979010674
"60","11/9/16",720.93,1.65896827708653,0.0167288326731875,1.27180754012624,0.0128157804844441,0.0168695431400481,0.155824535796336,0.0633649452513125
"61","11/10/16",721.5,0.0790020790020859,0.000790333020901979,1.11720481271104,0.0112702211860705,0.000790645416337301,0.156615181212673,0.0659764032150323
"62","11/11/16",715.45,-0.84562163673212,-0.00842066286118158,0.65380769944156,0.00651315764970265,-0.00838530838530832,0.148229872827365,0.068437055184012
"63","11/12/16",703.71,-1.66830086257123,-0.016545375880102,0.581722059332134,0.00574503967087323,-0.0164092529177441,0.131820619909621,0.0704448488302278
"64","11/13/16",702.28,-0.203622486757428,-0.00203415457163428,1.03568401179524,0.0102609829905162,-0.00203208708132621,0.129788532828294,0.071829851080064
"65","11/14/16",706.46,0.591682473176127,0.00593439849408362,0.562365530280312,0.00563461790901398,0.00595204192060156,0.135740574748896,0.0730897667409019
"66","11/15/16",710.91,0.625958278825721,0.00627925611745574,0.0242366546054603,0.000243851164030302,0.0062990119752002,0.142039586724096,0.0744539919657652
"67","11/16/16",711.73,0.115212229356645,0.00115278649666729,0.361151995043823,0.00362496143240634,0.00115345121042052,0.143193037934517,0.0759282001324414
"68","11/17/16",736.96,3.42352366478507,0.0348349906231061,2.33932945026844,0.0238169149431144,0.0354488359349754,0.178641873869492,0.0773632920480362
"69","11/18/16",747.52,1.41267123287671,0.0142274441274323,1.42188739056786,0.014571735870708,0.0143291359096829,0.192971009779175,0.0797895401874202
"70","11/19/16",748.98,0.194931773879147,0.00195122013126175,0.861071829175611,0.00868060123505724,0.00195312500000005,0.194924134779175,0.0825456412881138
"71","11/20/16",729.06,-2.73228540860836,-0.0269562477424393,2.06985511974269,0.0204406665604263,-0.0265961707922776,0.168327963986897,0.0852011433625798
"72","11/21/16",738.53,1.28227695557391,0.0129056908819969,2.83872427120958,0.0281866471125808,0.0129893287246592,0.181317292711557,0.0869256393869014
"73","11/22/16",736.97,-0.211677544540476,-0.00211453823282309,1.05638535781504,0.0106209058620648,-0.00211230417180067,0.179204988539756,0.088925429294608
"74","11/23/16",741.63,0.628345671021934,0.00630328071012642,0.593986112078309,0.00595229685736018,0.0063231881894785,0.185528176729234,0.0907707582307344
"75","11/24/16",737.45,-0.566818089361984,-0.00565217720236414,0.845108399595882,0.00845378536211244,-0.00563623370144135,0.179891943027793,0.0926991526313782
"76","11/25/16",735.64,-0.246044260779737,-0.0024574206747312,0.226821349417678,0.00225903400492924,-0.00245440368838573,0.177437539339407,0.0943930043778603
"77","11/26/16",733.67,-0.268513091716988,-0.00268153239338105,0.0158878627210642,0.000158470916000676,-0.00267794029688438,0.174759599042523,0.0959534581552109
"78","11/27/16",727.96,-0.784383757349294,-0.00781323460519305,0.364775645883822,0.00362866143300228,-0.00778279062793889,0.166976808414584,0.097386493602408
"79","11/28/16",727.31,-0.0893704197659995,-0.00089330508184016,0.491448644020243,0.00489312909129582,-0.000892906203637687,0.166083902210946,0.0985900082076216
"80","11/29/16",732.71,0.736990077929889,0.00739719267309278,0.584325111625453,0.00586226718192493,0.00742461948825135,0.173508521699198,0.0997302095216389
"81","11/30/16",742.69,1.34376388533574,0.0135287409744493,0.429053873863058,0.00433565938306203,0.0136206684772966,0.187129190176494,0.100985659112409
"82","12/1/16",742.05,-0.0862475574422344,-0.000862103856080692,1.01117078836267,0.0101758639666711,-0.000861732351317643,0.186267457825177,0.102491529401607
"83","12/2/16",772.43,3.9330424763409,0.040124763437565,2.84206723844356,0.02898209180293,0.0409406374233542,0.227208095248531,0.103920769970895
"84","12/3/16",764.33,-1.05975167794014,-0.0105417566981039,3.53043860356068,0.0358266399670563,-0.0104863871159845,0.216721708132546,0.106260913594942
