,Unnamed: 0,Date,Value,differences,log_differences,volatility,log_volatility,mu,sigma,cumulative_mu,sigma_hat,weekend
0,1,2016-09-11,621.65,,,,,,,621.65,,True
1,2,2016-09-12,609.67,-1.96499745764102,-0.0194594062225751,0.0,,-0.019271294136572026,0.0,,0.0,False
2,3,2016-09-13,610.92,0.204609441498068,0.0020481905258735,0.015076636375676765,0.0152081675078537,0.0020502895008776,0.015076636375676765,-0.019271294136572026,0.015076636375676765,False
3,4,2016-09-14,608.82,-0.344929535823381,-0.0034433601831982,0.009675159611206461,0.0038831127456144,-0.0034374386171673876,0.009675159611206461,-0.008610502317847213,0.009675159611206461,False
4,5,2016-09-15,610.38,0.255578492086888,0.0025590565146653,0.011324384766119716,0.0042443495505667,0.002562333694688057,0.011324384766119716,-0.0068861477509539375,0.011324384766119716,False
5,6,2016-09-16,609.11,-0.208500927582864,-0.0020828386606334,0.008197324787073685,0.0032823155560108,-0.002080671057374084,0.008197324787073685,-0.004524027389543439,0.008197324787073685,False
6,7,2016-09-17,607.04,-0.340998945703751,-0.0034041886264291,0.007290464768944546,0.0009343355211348,-0.0033984009456420328,0.007290464768944546,-0.004035356123109568,0.007290464768944546,True
7,8,2016-09-18,611.58,0.742339514045599,0.0074510856617272,0.01252474563646278,0.0076758380607953,0.007478914074855236,0.01252474563646278,-0.003929196926864979,0.01252474563646278,True
8,9,2016-09-19,610.19,-0.227797899015059,-0.0022753883295784,0.007320968383000611,0.0068776557162868,-0.0022728015958664027,0.007320968383000611,-0.002299466783762091,0.007320968383000611,False
9,10,2016-09-20,608.66,-0.251371866066455,-0.0025105645544966,0.006905113969703131,0.0001662947034135,-0.00250741572297164,0.006905113969703131,-0.00229613363527513,0.006905113969703131,False
10,11,2016-09-21,598.88,-1.63304835693294,-0.0161985753681826,0.014594495281882164,0.0096788852673121,-0.01606808398777637,0.014594495281882164,-0.0023196094227969644,0.014594495281882164,False
11,12,2016-09-22,597.42,-0.24438418533026,-0.0024408605280709,0.00747551275151591,0.0097281734570737,-0.002437884050227157,0.00747551275151591,-0.003694456879294905,0.00747551275151591,False
12,13,2016-09-23,594.08,-0.56221384325342,-0.0056063931992778,0.007330440936378323,0.0022383696178779,-0.005590706705500215,0.007330440936378323,-0.0035802229857432918,0.007330440936378323,False
13,14,2016-09-24,603.88,1.62283897463071,0.0163615122707652,0.02060961794725339,0.0155336549263325,0.016496094802046724,0.02060961794725339,-0.0037477632957230353,0.02060961794725339,True
14,15,2016-09-25,601.74,-0.355635324226408,-0.0035500443713632,0.008477541499560247,0.0140795967256291,-0.003543750413989466,0.008477541499560247,-0.0021905434420484383,0.008477541499560247,True
15,16,2016-09-26,598.98,-0.460783331663827,-0.004597249751783,0.008398748927250892,0.0007404860257898,-0.004586698574134962,0.008398748927250892,-0.002287201082901369,0.008398748927250892,False
16,17,2016-09-27,605.96,1.15189121394152,0.0115857687137341,0.015748917732879827,0.0114431220970343,0.011653143677585298,0.015748917732879827,-0.002440500915650275,0.015748917732879827,False
17,18,2016-09-28,605.67,-0.047880859213776,-0.0004786939998808,0.008380327212170732,0.0085308633961693,-0.00047857944418783216,0.008380327212170732,-0.0015596481285730518,0.008380327212170732,False
18,19,2016-09-29,603.85,-0.301399354144231,-0.0030094605688577,0.008215881991017897,0.0017895222025237,-0.003004936681691217,0.008215881991017897,-0.00149605585302098,0.008215881991017897,False
19,20,2016-09-30,609.39,0.909105827138608,0.009132634112389,0.013099349689427145,0.0085857574869187,0.009174463856918003,0.013099349689427145,-0.0015798825657248822,0.013099349689427145,False
20,21,2016-10-01,614.82,0.883185322533435,0.0088710852059083,0.012568638840224456,0.0001849430053844,0.008910549894156627,0.012568638840224456,-0.0010138643329542039,0.012568638840224456,True
21,22,2016-10-02,612.98,-0.300172925707206,-0.0029972330631298,0.008463140267027425,0.008392168329317,-0.0029927458443121946,0.008463140267027425,-0.0005176436215986624,0.008463140267027425,True
22,23,2016-10-03,611.85,-0.184685789000571,-0.0018451545448746,0.008028566286622798,0.0008146425327176,-0.0018434532937453563,0.008028566286622798,-0.0006355056322040687,0.008028566286622798,False
23,24,2016-10-04,609.62,-0.365801646927597,-0.0036513421984742,0.00829047146240595,0.0012771675379557,-0.0036446841546130537,0.00829047146240595,-0.0006904123440923091,0.00829047146240595,False
24,25,2016-10-05,607.18,-0.401857768701218,-0.0040105247706695,0.008241888971044609,0.0002539804324832,-0.004002493356517256,0.008241888971044609,-0.0008188589445497327,0.008241888971044609,False
25,26,2016-10-06,612.08,0.800548947849969,0.0080377054610631,0.011593498532473599,0.0085193852981549,0.008070094535393313,0.011593498532473599,-0.0009515103783817128,0.011593498532473599,False
26,27,2016-10-07,617.21,0.831159572916835,0.0083463296376547,0.011598069777714881,0.000218230248106,0.008381257351980143,0.011598069777714881,-0.0005906461818307118,0.011598069777714881,False
27,28,2016-10-08,614.74,-0.401795881185546,-0.0040099083723665,0.008453082592972122,0.008737179686841,-0.004001879425155175,0.008453082592972122,-0.0002455729689918328,0.008453082592972122,True
28,29,2016-10-09,615.65,0.147811256395674,0.0014792060499957,0.00772268800131283,0.0038813900307612,0.0014803006148940145,0.00772268800131283,-0.00038469543033121587,0.00772268800131283,True
29,30,2016-10-10,617.54,0.306053049195192,0.0030652234932265,0.008095894613552639,0.0011214836891886,0.0030699260943718443,0.008095894613552639,-0.00031808842871602905,0.008095894613552639,False
30,31,2016-10-11,614.77,-0.450575011793025,-0.0044956296147858,0.008411775440665856,0.0053463305042309,-0.004485539398257576,0.008411775440665856,-0.00020126034171299894,0.008411775440665856,False
31,32,2016-10-12,635.01,3.18735138029323,0.0323925326828676,0.033509212713541195,0.0260838697061807,0.03292288172812596,0.033509212713541195,-0.0003440696435978182,0.033509212713541195,False
32,33,2016-10-13,635.96,0.149380464180144,0.0014949214803196,0.00918118369460864,0.0218479104037871,0.0014960394324499138,0.00918118369460864,0.0007290578200061748,0.00918118369460864,False
33,34,2016-10-14,634.02,-0.30598403835842,-0.0030551685995139,0.009758734301911069,0.0032173995504599,-0.0030505063211523353,0.009758734301911069,0.0007530259953950416,0.009758734301911069,False
34,35,2016-10-15,637.94,0.614477850581571,0.0061637353542445,0.010443725117672324,0.0065187495008101,0.006182770259613335,0.010443725117672324,0.0006377674403481514,0.010443725117672324,True
35,36,2016-10-16,641.42,0.542546225562019,0.0054402335275083,0.009942853541787736,0.000511593047886,0.005455058469448382,0.009942853541787736,0.0008008557585618333,0.009942853541787736,True
36,37,2016-10-17,638.97,-0.383429581983494,-0.0038269636441285,0.009910020247447353,0.0065528979626572,-0.003819650151226872,0.009910020247447353,0.0009338329788728775,0.009910020247447353,False
37,38,2016-10-18,636.29,-0.421191595027435,-0.0042030706606677,0.009952866728956665,0.0002659478218466,-0.004194250121289045,0.009952866728956665,0.0008017917808145511,0.009952866728956665,False
38,39,2016-10-19,629.25,-1.11879221295192,-0.0111258002425257,0.014402698220804538,0.0048951090316524,-0.011064137421615827,0.014402698220804538,0.0006667636212982377,0.014402698220804538,False
39,40,2016-10-20,627.72,-0.243739246797931,-0.0024344268449051,0.009087326720006875,0.0061457290672818,-0.0024314660309892044,0.009087326720006875,0.00035805569911628865,0.009087326720006875,False
40,41,2016-10-21,631.92,0.664641093809332,0.0066685966856435,0.010644366385570892,0.0064368096677517,0.0066908812846491195,0.010644366385570892,0.0002865295009084555,0.010644366385570892,False
41,42,2016-10-22,655.48,3.59431256483799,0.0366049878218598,0.03736757787692966,0.0211682251766713,0.03728320040511468,0.03736757787692966,0.0004466382955019721,0.03736757787692966,True
42,43,2016-10-23,653.25,-0.341370072713359,-0.0034078872773014,0.011148647883871708,0.0282933753173873,-0.0034020870201989517,0.011148647883871708,0.00134509102988277,0.011148647883871708,True
43,44,2016-10-24,651.39,-0.285543222953993,-0.0028513632269316,0.010801857408868453,0.0003935219299098,-0.002847301951779624,0.010801857408868453,0.0012320629810713003,0.010801857408868453,False
44,45,2016-10-25,655.31,0.598190169538075,0.0059998649413996,0.011035978286042428,0.0062587634596564,0.006017900182686109,0.011035978286042428,0.0011371940291445347,0.011035978286042428,False
45,46,2016-10-26,651.45,-0.592524368715926,-0.0059077584662492,0.01211058661414684,0.0084199612593641,-0.0058903419755533815,0.01211058661414684,0.0012481191689977522,0.01211058661414684,False
46,47,2016-10-27,682.22,4.51027527776963,0.0461515388217328,0.04667723157363944,0.0368114821361386,0.047233095402563485,0.04667723157363944,0.001089486699118838,0.04667723157363944,False
47,48,2016-10-28,687.68,0.793973941368067,0.0079714269834721,0.013125967406929563,0.0269974159872949,0.00800328339831724,0.013125967406929563,0.0020926086274545915,0.013125967406929563,False
48,49,2016-10-29,685.91,-0.258051347844467,-0.0025771896703981,0.012586527501539435,0.007458998368089,-0.0025738715681712376,0.012586527501539435,0.00221836766513252,0.012586527501539435,True
49,50,2016-10-30,698.0,1.73209169054442,0.017472678978625,0.019214547861626748,0.0141773980836239,0.017626219183274783,0.019214547861626748,0.0021185293477720252,0.019214547861626748,True
50,51,2016-10-31,702.0,0.56980056980057,0.0057143012634386,0.012095521273223405,0.008314428618161,0.005730659025787954,0.012095521273223405,0.0024350128138026935,0.012095521273223405,False
51,52,2016-11-01,697.01,-0.715915123168966,-0.0071336461659118,0.014957683736834752,0.0090848707516219,-0.007108262108262098,0.014957683736834752,0.0025009257380423987,0.014957683736834752,False
52,53,2016-11-02,733.33,4.9527497852263,0.0507960473535221,0.05063911875642725,0.0409624791196501,0.05210829112925208,0.05063911875642725,0.002312510290075644,0.05063911875642725,False
53,54,2016-11-03,686.17,-6.87293236369997,-0.0664703947771291,0.06823923444435612,0.0829198964362033,-0.06430938322446933,0.06823923444435612,0.003270121460059806,0.06823923444435612,False
54,55,2016-11-04,683.69,-0.362737497988841,-0.0036208119215933,0.01692270513108045,0.0444413662318951,-0.003614264686593538,0.01692270513108045,0.0019950364660120865,0.01692270513108045,False
55,56,2016-11-05,704.79,2.99379957150356,0.0303952875843666,0.03279418286261979,0.0240530146301807,0.030861940353083872,0.03279418286261979,0.0018911605187416122,0.03279418286261979,True
56,57,2016-11-06,712.0,1.01264044943821,0.0101780253129102,0.017932570697717268,0.0142957632491738,0.010229997587934081,0.017932570697717268,0.0024179019702751077,0.017932570697717268,True
57,58,2016-11-07,709.96,-0.287340131838408,-0.0028692809918299,0.016940717223239223,0.0092258387642997,-0.0028651685393258353,0.016940717223239223,0.0025574036777333037,0.016940717223239223,False
58,59,2016-11-08,708.97,-0.13963919488836,-0.0013954179003097,0.016394064874583805,0.0010421785865545,-0.0013944447574510965,0.016394064874583805,0.0024622708318199856,0.016394064874583805,False
59,60,2016-11-09,720.93,1.65896827708653,0.0167288326731875,0.021354788693045752,0.0128157804844441,0.01686954314004807,0.021354788693045752,0.0023957757354532427,0.021354788693045752,False
60,61,2016-11-10,721.5,0.0790020790020859,0.0007903330209019,0.015897138624076837,0.0112702211860705,0.0007906454163373322,0.015897138624076837,0.002641093827056545,0.015897138624076837,False
61,62,2016-11-11,715.45,-0.84562163673212,-0.0084206628611815,0.019085066221497454,0.0065131576497026,-0.008385308385308377,0.019085066221497454,0.0026102530202112245,0.019085066221497454,False
62,63,2016-11-12,703.71,-1.66830086257123,-0.016545375880102,0.024340780439603502,0.0057450396708732,-0.016409252917744088,0.024340780439603502,0.0024299979152027067,0.024340780439603502,True
63,64,2016-11-13,702.28,-0.203622486757428,-0.0020341545716342,0.016185741467433793,0.0102609829905162,-0.0020320870813261838,0.016185741467433793,0.002126139030800339,0.016185741467433793,True
64,65,2016-11-14,706.46,0.591682473176127,0.0059343984940836,0.01600969886501908,0.0056346179090139,0.005952041920601614,0.01600969886501908,0.0020601354417189655,0.01600969886501908,False
65,66,2016-11-15,710.91,0.625958278825721,0.0062792561174557,0.015971956863081907,0.0002438511640303,0.006299011975200219,0.015971956863081907,0.002120946480451507,0.015971956863081907,False
66,67,2016-11-16,711.73,0.115212229356645,0.0011527864966672,0.015349911854626783,0.0036249614324063,0.0011534512104205419,0.015349911854626783,0.002185224411139949,0.015349911854626783,False
67,68,2016-11-17,736.96,3.42352366478507,0.0348349906231061,0.03636019925736666,0.0238169149431144,0.03544883593497539,0.03636019925736666,0.0021695914838563216,0.03636019925736666,False
68,69,2016-11-18,747.52,1.41267123287671,0.0142274441274323,0.01943586692869167,0.014571735870708,0.014329135909682877,0.01943586692869167,0.0026662966249178,0.01943586692869167,False
69,70,2016-11-19,748.98,0.194931773879147,0.0019512201312617,0.015585658401390567,0.0086806012350572,0.001953125,0.015585658401390567,0.0028378089673408158,0.015585658401390567,True
70,71,2016-11-20,729.06,-2.73228540860836,-0.0269562477424393,0.0330443952033716,0.0204406665604263,-0.026596170792277607,0.0330443952033716,0.0028249874605677603,0.0330443952033716,True
71,72,2016-11-21,738.53,1.28227695557391,0.0129056908819969,0.018915749427302026,0.0281866471125808,0.012989328724659188,0.018915749427302026,0.0024046851998128266,0.018915749427302026,False
72,73,2016-11-22,736.97,-0.211677544540476,-0.002114538232823,0.016337606265382998,0.0106209058620648,-0.0021123041718006386,0.016337606265382998,0.0025537646860782684,0.016337606265382998,False
73,74,2016-11-23,741.63,0.628345671021934,0.0063032807101264,0.016027455033621803,0.0059522968573601,0.006323188189478524,0.016027455033621803,0.0024889581741632835,0.016027455033621803,False
74,75,2016-11-24,737.45,-0.566818089361984,-0.0056521772023641,0.017472013230092332,0.0084537853621124,-0.0056362337014413955,0.017472013230092332,0.0025414818730032183,0.017472013230092332,False
75,76,2016-11-25,735.64,-0.246044260779737,-0.0024574206747312,0.016141175763764424,0.0022590340049292,-0.0024544036883857867,0.016141175763764424,0.002430972203078291,0.016141175763764424,False
76,77,2016-11-26,733.67,-0.268513091716988,-0.002681532393381,0.016102340957178114,0.0001584709160006,-0.0026779402968843957,0.016102340957178114,0.00236583385785877,0.016102340957178114,True
77,78,2016-11-27,727.96,-0.784383757349294,-0.007813234605193,0.018215295341111094,0.0036286614330022,-0.0077827906279388515,0.018215295341111094,0.0022994684084542546,0.018215295341111094,True
78,79,2016-11-28,727.31,-0.0893704197659995,-0.0008933050818401,0.015460796468691923,0.0048931290912958,-0.0008929062036376889,0.015460796468691923,0.0021685299794101886,0.015460796468691923,False
79,80,2016-11-29,732.71,0.736990077929889,0.0073971926730927,0.01595863781501203,0.0058622671819249,0.0074246194882514605,0.01595863781501203,0.0021292807975762415,0.01595863781501203,False
80,81,2016-11-30,742.69,1.34376388533574,0.0135287409744493,0.018798553845190618,0.004335659383062,0.013620668477296594,0.018798553845190618,0.0021963104012556744,0.018798553845190618,False
81,82,2016-12-01,742.05,-0.0862475574422344,-0.0008621038560806,0.015278730411323214,0.0101758639666711,-0.0008617323513175901,0.015278730411323214,0.002339114877206186,0.015278730411323214,False
82,83,2016-12-02,772.43,3.9330424763409,0.040124763437565,0.041178169617861776,0.02898209180293,0.0409406374233543,0.041178169617861776,0.002299598244755275,0.041178169617861776,False
83,84,2016-12-03,764.33,-1.05975167794014,-0.0105417566981039,0.020235310586331913,0.0358266399670563,-0.010486387115984486,0.020235310586331913,0.002770830429860141,0.020235310586331913,True
84,85,2016-12-04,762.97,-0.178250783123847,-0.0017809210495082,0.01594169286135207,0.0061948462959828,-0.0017793361506155403,0.01594169286135207,0.0026111049172596037,0.01594169286135207,True
85,86,2016-12-05,754.63,-1.10517737169209,-0.01099114912962,0.020307223576119658,0.0065126147317217,-0.010930967141565273,0.020307223576119658,0.0025588377616896614,0.020307223576119658,False
86,87,2016-12-06,756.62,0.263011815706697,0.0026335829944482,0.015231279715723507,0.0096341404767788,0.002637053920464316,0.015231279715723507,0.0024001341745925444,0.015231279715723507,False
87,88,2016-12-07,758.99,0.312257078485883,0.0031274561816609,0.01515906016520704,0.0003492210797243,0.0031323517749992646,0.01515906016520704,0.002402889055358495,0.01515906016520704,False
88,89,2016-12-08,769.72,1.39401340747285,0.014038210274089,0.019042237477784666,0.0077150682066146,0.014137208658875577,0.019042237477784666,0.0024112736843198835,0.019042237477784666,False
89,90,2016-12-09,770.02,0.0389600270122795,0.0003896761840259,0.015173763038174441,0.0096509710083393,0.0003897521176530194,0.015173763038174441,0.00254452294539438,0.015173763038174441,False
90,91,2016-12-10,769.08,-0.122223955895348,-0.0012214932322485,0.01539597349585496,0.001139268819888,-0.0012207475130515677,0.01539597349585496,0.002520312037217511,0.01539597349585496,True
91,92,2016-12-11,777.0,1.01930501930501,0.0102453550635116,0.016773923986740494,0.0081082861887694,0.0102980184116086,0.016773923986740494,0.002478744708881188,0.016773923986740494,True
92,93,2016-12-12,777.0,0.0,0.0,0.015021905421645693,0.0072445600410729,0.0,0.015021905421645693,0.0025646707935265438,0.015021905421645693,False
93,94,2016-12-13,777.99,0.127250992943355,0.0012733202577006,0.014779792406788991,0.0009003733888423,0.0012741312741313404,0.014779792406788991,0.0025367939370751686,0.014779792406788991,False
94,95,2016-12-14,774.89,-0.400056782252968,-0.003992586829666,0.016014876596734725,0.0037235586105752,-0.003984627051761613,0.016014876596734725,0.002523216919194052,0.016014876596734725,False
95,96,2016-12-15,776.75,0.239459285484392,0.0023974644774747,0.014586295840619892,0.0045184486114092,0.0024003406935177996,0.014586295840619892,0.002453984536524311,0.014586295840619892,False
96,97,2016-12-16,775.88,-0.1121307418673,-0.0011206792230658,0.014939132100319703,0.0024877032678409,-0.0011200514966205333,0.014939132100319703,0.0024534198644926633,0.014939132100319703,False
97,98,2016-12-17,788.7,1.62545961709142,0.0163881513538544,0.020135936394226443,0.0123806128315866,0.01652317368665268,0.020135936394226443,0.0024161962044810677,0.020135936394226443,True
98,99,2016-12-18,788.4,-0.0380517503805262,-0.0003804451253801,0.014729221968873872,0.0118571882814476,-0.00038037276531011077,0.014729221968873872,0.0025616289620292287,0.014729221968873872,True
99,100,2016-12-19,788.67,0.0342348510783955,0.0003424071254134,0.014529574055596958,0.0005111337283321,0.000342465753424559,0.014529574055596958,0.002531608536240052,0.014529574055596958,False
100,101,2016-12-20,793.09,0.557313797929626,0.0055887258553314,0.014622956324845159,0.003709707550191,0.005604371917278472,0.014622956324845159,0.002509495982878279,0.014622956324845159,False
101,102,2016-12-21,824.21,3.77573676611543,0.0384886435492355,0.039190089486581606,0.0232637549018388,0.03923892622527081,0.039190089486581606,0.002540444742222281,0.039190089486581606,False
102,103,2016-12-22,834.97,1.28866905397799,0.012970444253166,0.0177635207506692,0.0180440917659206,0.013054925322429911,0.0177635207506692,0.0029037960440346424,0.0177635207506692,False
103,104,2016-12-23,901.31,7.36039764343011,0.0764534645239798,0.07746017051156683,0.0448892741236955,0.0794519563577134,0.07746017051156683,0.0030033169193130274,0.07746017051156683,False
104,105,2016-12-24,891.61,-1.0879196061058,-0.0108204433450392,0.021782592239408295,0.0617119720748333,-0.010762112924520895,0.021782592239408295,0.0037455367196858468,0.021782592239408295,True
105,106,2016-12-25,892.6,0.110911942639481,0.0011097349545173,0.016481926803618777,0.008435909976381,0.001110350938190452,0.016481926803618777,0.0036060400884915514,0.016481926803618777,True
106,107,2016-12-26,897.33,0.527119342939612,0.0052851351841871,0.016308224114919414,0.0029524538165673,0.005299126148330835,0.016308224114919414,0.0035822716203934455,0.016308224114919414,False
107,108,2016-12-27,930.37,3.55127529907456,0.0361586691091982,0.03679654280406419,0.0218308851975682,0.03682034480068652,0.03679654280406419,0.0035984683612230433,0.03679654280406419,False
108,109,2016-12-28,930.34,-0.0032246275555144,-3.22457556551835e-05,0.01684361713117988,0.0255908413182828,-3.224523576639271e-05,0.01684361713117988,0.003908953187760085,0.01684361713117988,False
109,110,2016-12-29,963.38,3.42959164607942,0.0348978234387233,0.03546819976357658,0.0246992887946604,0.035513898144764244,0.03546819976357658,0.0038724606097644697,0.03546819976357658,False
110,111,2016-12-30,952.15,-1.17943601323321,-0.0117253487667972,0.022816291282473405,0.0329675612269517,-0.011656874753472213,0.022816291282473405,0.004162749027516761,0.022816291282473405,False
111,112,2016-12-31,958.12,0.62309522815514,0.0062504456818698,0.01665526195782339,0.012710806151868,0.006270020479966387,0.01665526195782339,0.004018934265871407,0.01665526195782339,True
112,113,2017-01-01,997.72,3.96904943270657,0.0404996447378894,0.040598583556152895,0.0242178409027193,0.04133093975702429,0.040598583556152895,0.004039214321854245,0.040598583556152895,True
113,114,2017-01-02,1015.97,1.79631288325443,0.0181264243188402,0.021721769053012586,0.015820255875291,0.018291705087599697,0.021721769053012586,0.004372176156096834,0.021721769053012586,False
114,115,2017-01-03,1013.42,-0.251623216435443,-0.0025130717526448,0.018101662552626508,0.0145943276324202,-0.002509916631396658,0.018101662552626508,0.004495357828057036,0.018101662552626508,False
115,116,2017-01-04,1126.76,10.058930029465,0.106015508223798,0.10822472363084179,0.0767412948538893,0.11183911902271526,0.10822472363084179,0.0044339080520969165,0.10822472363084179,False
116,117,2017-01-05,994.67,-13.2797812339771,-0.124690512758217,0.12358748926613028,0.163133791896949,-0.11722993361496681,0.12358748926613028,0.005367866408363163,0.12358748926613028,False
117,118,2017-01-06,999.65,0.498174361026361,0.0049941938614808,0.022312860451688628,0.0917009354669766,0.005006685634431518,0.022312860451688628,0.004310988821955146,0.022312860451688628,False
118,119,2017-01-07,896.83,-11.4648261097421,-0.108538894244652,0.10900399730556945,0.080280016488896,-0.10285599959985992,0.10900399730556945,0.004316934948557508,0.10900399730556945,True
119,120,2017-01-08,908.14,1.245402691215,0.0125322282648408,0.0258593181221101,0.0856102117323294,0.012611085713011283,0.0258593181221101,0.0034086897405200722,0.0258593181221101,True
120,121,2017-01-09,910.49,0.258102779821857,0.0025843643929318,0.02411138986943321,0.0070342020021474,0.0025877067412514165,0.02411138986943321,0.0034860207991124353,0.02411138986943321,False
